0 7 0.191250 0.198750
0.191250, 6785.565430, 0.003554
0.192500, 6730.132812, 0.004644
0.193750, 6726.781738, 0.004966
0.195000, 6755.485840, 0.004270
0.196250, 6849.159180, 0.003754
0.197500, 6880.396484, 0.004056
0.198750 6880.396484 0.000000
1 12 0.191250 0.211250
0.191250, 2054.786621, 0.004873
0.192500, 2070.064941, 0.005886
0.193750, 2123.972168, 0.005600
0.195000, 2131.959717, 0.004209
0.197500, 2065.016113, 0.006938
0.198750, 2063.710938, 0.017403
0.202500, 2290.437500, 0.012499
0.203750, 2292.835449, 0.006321
0.207500, 2362.867920, 0.006435
0.208750, 2363.463379, 0.006889
0.210000, 2329.232178, 0.006189
0.211250 2329.232178 0.000000
2 38 0.191250 0.237500
0.191250, 1767.672119, 0.003841
0.192500, 1816.413452, 0.004888
0.193750, 1840.930420, 0.005427
0.195000, 1838.876343, 0.004679
0.196250, 1837.759766, 0.004202
0.197500, 1811.998047, 0.007767
0.198750, 1816.760254, 0.017825
0.200000, 1976.260864, 0.030351
0.201250, 1971.659546, 0.035076
0.202500, 2012.554077, 0.026261
0.203750, 2054.885498, 0.016551
0.205000, 2085.901123, 0.014502
0.206250, 2085.093750, 0.015370
0.207500, 2068.178223, 0.015067
0.208750, 2067.866455, 0.013365
0.210000, 2074.039551, 0.010963
0.211250, 2151.583008, 0.007846
0.212500, 2184.139404, 0.005372
0.213750, 2171.369629, 0.003731
0.215000, 2088.839355, 0.003792
0.216250, 2011.284912, 0.005302
0.217500, 1999.752197, 0.006853
0.218750, 2016.558228, 0.006949
0.220000, 2042.170288, 0.006051
0.221250, 2090.555664, 0.004756
0.222500, 2123.120117, 0.003944
0.223750, 2067.302002, 0.003271
0.225000, 1939.418945, 0.005160
0.226250, 1920.879761, 0.006526
0.227500, 1882.072632, 0.005911
0.228750, 1774.623291, 0.004743
0.230000, 1765.268188, 0.003916
0.231250, 1992.770874, 0.004497
0.232500, 1967.020386, 0.005180
0.233750, 1958.755615, 0.004884
0.235000, 1902.638184, 0.003907
0.236250, 1801.182739, 0.003874
0.237500, 1801.182739, 0.000000
3 78 0.191250 0.291250
0.191250, 1353.218384, 0.004540
0.192500, 1353.861084, 0.005194
0.193750, 1376.999146, 0.004215
0.197500, 1426.851685, 0.003919
0.200000, 1265.775146, 0.018602
0.201250, 1210.761719, 0.021341
0.202500, 1161.929565, 0.018073
0.203750, 1136.260986, 0.012900
0.205000, 1133.036621, 0.009244
0.206250, 1109.017944, 0.007934
0.207500, 1098.531738, 0.009257
0.208750, 1112.698120, 0.013552
0.210000, 1116.790039, 0.019267
0.211250, 1103.186523, 0.022291
0.212500, 1102.770508, 0.021522
0.213750, 1109.502319, 0.019181
0.215000, 1114.546997, 0.017036
0.216250, 1114.049805, 0.015105
0.217500, 1113.114380, 0.013572
0.218750, 1110.544800, 0.012504
0.220000, 1106.303955, 0.011730
0.221250, 1101.127197, 0.011410
0.222500, 1097.325928, 0.011847
0.223750, 1098.302490, 0.012995
0.225000, 1103.660278, 0.014507
0.226250, 1110.013672, 0.015849
0.227500, 1111.832275, 0.016357
0.228750, 1105.216797, 0.015689
0.230000, 1096.973022, 0.014406
0.231250, 1096.283691, 0.013380
0.232500, 1098.494995, 0.013070
0.233750, 1096.300293, 0.013268
0.235000, 1097.448730, 0.013845
0.236250, 1104.280884, 0.014768
0.237500, 1107.696655, 0.015578
0.238750, 1105.990112, 0.015619
0.240000, 1104.330566, 0.014978
0.241250, 1101.083984, 0.014301
0.242500, 1098.181030, 0.014061
0.243750, 1101.248291, 0.014194
0.245000, 1105.645752, 0.014403
0.246250, 1105.163818, 0.014539
0.247500, 1102.781128, 0.014772
0.248750, 1100.403076, 0.015212
0.250000, 1098.368042, 0.015577
0.251250, 1100.164185, 0.015642
0.252500, 1104.546021, 0.015463
0.253750, 1106.047852, 0.015061
0.255000, 1101.965210, 0.014453
0.256250, 1097.487549, 0.013999
0.257500, 1097.247192, 0.013814
0.258750, 1101.428223, 0.013510
0.260000, 1104.062378, 0.012741
0.261250, 1100.984131, 0.011715
0.262500, 1093.872314, 0.010885
0.263750, 1087.358765, 0.010518
0.265000, 1087.922852, 0.010629
0.266250, 1101.181274, 0.010712
0.267500, 1122.323730, 0.010433
0.268750, 1123.558105, 0.009829
0.270000, 1115.014648, 0.009588
0.271250, 1108.949341, 0.009579
0.272500, 1103.204834, 0.009225
0.273750, 1092.529663, 0.008625
0.275000, 1081.167114, 0.007901
0.276250, 1083.099731, 0.006978
0.277500, 1090.977905, 0.006314
0.278750, 1099.064209, 0.006176
0.280000, 1108.562256, 0.006135
0.281250, 1114.929077, 0.005676
0.282500, 1116.331177, 0.004955
0.283750, 1112.717163, 0.004423
0.285000, 1104.471680, 0.004251
0.286250, 1096.490845, 0.004276
0.287500, 1096.833740, 0.004214
0.288750, 1103.436890, 0.003919
0.290000, 1104.548584, 0.003428
0.291250, 1104.548584, 0.000000
4 58 0.192500 0.263750
0.192500, 12548.771484, 0.003235
0.193750, 12550.692383, 0.004022
0.195000, 12562.058594, 0.003681
0.196250, 12583.828125, 0.003372
0.197500, 12609.532227, 0.005665
0.198750, 12649.584961, 0.012514
0.200000, 12600.528320, 0.021381
0.201250, 12560.439453, 0.030025
0.202500, 12529.119141, 0.033009
0.203750, 12454.154297, 0.027028
0.205000, 12401.805664, 0.018544
0.206250, 12313.046875, 0.011500
0.207500, 12311.913086, 0.010604
0.208750, 12342.348633, 0.017619
0.210000, 12315.140625, 0.029354
0.211250, 12229.388672, 0.041415
0.212500, 12207.677734, 0.045515
0.213750, 12200.079102, 0.038456
0.215000, 12192.429688, 0.029280
0.216250, 12187.195312, 0.025625
0.217500, 12192.566406, 0.027706
0.218750, 12199.770508, 0.030785
0.220000, 12192.695312, 0.031421
0.221250, 12191.843750, 0.031026
0.222500, 12208.774414, 0.031582
0.223750, 12231.415039, 0.032698
0.225000, 12230.914062, 0.031569
0.226250, 12223.870117, 0.030142
0.227500, 12228.233398, 0.030797
0.228750, 12240.534180, 0.032810
0.230000, 12240.510742, 0.033410
0.231250, 12225.327148, 0.031644
0.232500, 12210.500000, 0.029069
0.233750, 12209.022461, 0.026376
0.235000, 12214.902344, 0.023405
0.236250, 12208.136719, 0.019693
0.237500, 12184.530273, 0.016234
0.238750, 12173.630859, 0.014417
0.240000, 12189.074219, 0.013319
0.241250, 12221.498047, 0.011767
0.242500, 12233.954102, 0.008485
0.243750, 12195.365234, 0.004964
0.245000, 12199.670898, 0.003315
0.246250, 12299.132812, 0.004063
0.247500, 12306.802734, 0.005528
0.248750, 12316.392578, 0.005670
0.250000, 12284.331055, 0.004374
0.251250, 12221.521484, 0.003680
0.252500, 12214.825195, 0.004017
0.253750, 12245.551758, 0.004784
0.255000, 12257.334961, 0.005212
0.256250, 12241.859375, 0.004812
0.257500, 12212.375000, 0.004498
0.258750, 12199.258789, 0.004836
0.260000, 12207.619141, 0.005260
0.261250, 12218.489258, 0.005066
0.262500, 12207.310547, 0.004070
0.263750, 12207.310547, 0.000000
5 19 0.192500 0.216250
0.192500, 9467.466797, 0.004201
0.193750, 9488.188477, 0.005052
0.195000, 9492.721680, 0.004659
0.196250, 9464.500977, 0.004842
0.197500, 9686.846680, 0.006341
0.198750, 9444.260742, 0.018065
0.200000, 9464.619141, 0.023857
0.201250, 9497.152344, 0.021482
0.202500, 9504.980469, 0.013881
0.203750, 9490.853516, 0.007166
0.205000, 9213.527344, 0.007308
0.206250, 9211.642578, 0.008755
0.207500, 9425.123047, 0.004231
0.210000, 9536.222656, 0.008028
0.211250, 9530.297852, 0.007173
0.212500, 9487.001953, 0.004818
0.213750, 9342.142578, 0.004623
0.215000, 9345.761719, 0.003450
0.216250, 9345.761719, 0.000000
6 13 0.192500 0.208750
0.192500, 9163.013672, 0.003640
0.193750, 9133.183594, 0.004081
0.195000, 9106.034180, 0.003176
0.197500, 9193.083008, 0.006795
0.198750, 8996.337891, 0.017171
0.200000, 8931.909180, 0.027079
0.201250, 8890.569336, 0.030480
0.202500, 8851.528320, 0.025255
0.203750, 8806.652344, 0.016020
0.205000, 8828.916992, 0.007572
0.206250, 8829.590820, 0.004302
0.207500, 8655.223633, 0.009778
0.208750, 8655.223633, 0.000000
7 25 0.192500 0.222500
0.192500, 8334.881836, 0.004536
0.193750, 8286.875000, 0.006139
0.195000, 8258.443359, 0.006001
0.196250, 8259.651367, 0.005685
0.197500, 8265.475586, 0.009041
0.198750, 8242.060547, 0.016772
0.200000, 8202.065430, 0.023912
0.201250, 8226.720703, 0.022794
0.202500, 8239.334961, 0.015948
0.203750, 8248.157227, 0.009999
0.205000, 8255.722656, 0.007697
0.206250, 8220.620117, 0.007470
0.207500, 8419.886719, 0.004770
0.208750, 8695.821289, 0.012472
0.210000, 8728.748047, 0.011920
0.211250, 8805.826172, 0.007836
0.212500, 8853.643555, 0.004198
0.213750, 8475.738281, 0.005260
0.215000, 8430.644531, 0.006304
0.216250, 8409.041016, 0.007009
0.217500, 8390.980469, 0.006522
0.218750, 8392.799805, 0.005252
0.220000, 8398.125977, 0.004346
0.221250, 8376.538086, 0.004848
0.222500, 8376.538086, 0.000000
8 5 0.192500 0.197500
0.192500, 7039.676758, 0.003618
0.193750, 7057.737793, 0.004348
0.195000, 7045.704590, 0.004142
0.196250, 7043.171387, 0.003826
0.197500, 7043.171387, 0.000000
9 168 0.193750 0.402500
